,asd_desc,county_name,state_alpha,year,cyield,irig_flag
1147,SOUTH CENTRAL,CARBON,MT,2012,94.6,1
1148,SOUTH CENTRAL,CARBON,MT,2011,79.1,1
1149,SOUTH CENTRAL,CARBON,MT,2010,110.8,1
1150,SOUTH CENTRAL,PARK,MT,2016,66.0,0
1151,SOUTH CENTRAL,PARK,MT,2015,43.8,0
1152,SOUTH CENTRAL,PARK,MT,2014,69.8,0
1153,SOUTH CENTRAL,PARK,MT,2013,43.4,0
1154,SOUTH CENTRAL,PARK,MT,2012,46.2,0
1155,SOUTH CENTRAL,PARK,MT,2011,58.0,0
1156,SOUTH CENTRAL,STILLWATER,MT,2016,51.6,0
1157,SOUTH CENTRAL,STILLWATER,MT,2015,48.8,0
1158,SOUTH CENTRAL,STILLWATER,MT,2014,42.5,0
1159,SOUTH CENTRAL,STILLWATER,MT,2011,34.3,0
1160,SOUTH CENTRAL,STILLWATER,MT,2010,38.4,0
1161,SOUTH CENTRAL,SWEET GRASS,MT,2012,38.0,0
1162,SOUTH CENTRAL,SWEET GRASS,MT,2011,55.0,0
1163,SOUTH CENTRAL,TREASURE,MT,2013,108.3,1
1164,SOUTH CENTRAL,TREASURE,MT,2011,83.3,1
1165,SOUTH CENTRAL,TREASURE,MT,2010,84.7,1
1166,SOUTH CENTRAL,YELLOWSTONE,MT,2016,50.2,0
1167,SOUTH CENTRAL,YELLOWSTONE,MT,2015,54.7,0
1168,SOUTH CENTRAL,YELLOWSTONE,MT,2014,78.8,1
1169,SOUTH CENTRAL,YELLOWSTONE,MT,2013,64.5,0
1170,SOUTH CENTRAL,YELLOWSTONE,MT,2012,73.5,0
1171,SOUTH CENTRAL,YELLOWSTONE,MT,2011,58.4,0
1172,SOUTH CENTRAL,YELLOWSTONE,MT,2010,91.5,1
1173,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,MT,2016,121.7,1
1174,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,MT,2015,130.7,1
1175,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,MT,2014,112.0,1
1176,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,MT,2013,32.0,0
1177,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,MT,2012,57.8,0
1178,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,MT,2010,57.0,0
1179,SOUTHEAST,CUSTER,MT,2012,55.0,0
1180,SOUTHEAST,CUSTER,MT,2010,56.0,0
1181,SOUTHEAST,FALLON,MT,2012,30.0,0
1182,SOUTHEAST,FALLON,MT,2010,33.1,0
1183,SOUTHEAST,POWDER RIVER,MT,2016,45.8,0
1184,SOUTHEAST,POWDER RIVER,MT,2013,33.8,0
1185,SOUTHEAST,ROSEBUD,MT,2013,103.1,1
1186,SOUTHEAST,ROSEBUD,MT,2012,95.6,1
1187,SOUTHEAST,ROSEBUD,MT,2010,85.5,1
1188,SOUTHEAST,WIBAUX,MT,2012,30.0,0
1189,SOUTHEAST,OTHER (COMBINED) COUNTIES,MT,2016,102.5,1
1190,SOUTHEAST,OTHER (COMBINED) COUNTIES,MT,2013,45.8,0
1191,SOUTHEAST,OTHER (COMBINED) COUNTIES,MT,2012,38.6,0
1192,SOUTHEAST,OTHER (COMBINED) COUNTIES,MT,2010,57.1,0
1951,NORTHWEST,BIG HORN,WY,2016,95.2,1
1952,NORTHWEST,BIG HORN,WY,2015,86.6,1
1953,NORTHWEST,BIG HORN,WY,2014,110.7,1
1954,NORTHWEST,BIG HORN,WY,2013,93.6,1
1955,NORTHWEST,BIG HORN,WY,2012,91.5,1
1956,NORTHWEST,BIG HORN,WY,2011,98.0,1
1957,NORTHWEST,BIG HORN,WY,2010,103.5,1
1958,NORTHWEST,FREMONT,WY,2014,98.1,1
1959,NORTHWEST,FREMONT,WY,2013,86.8,1
1960,NORTHWEST,FREMONT,WY,2011,79.3,1
1961,NORTHWEST,FREMONT,WY,2010,87.8,1
1962,NORTHWEST,HOT SPRINGS,WY,2016,92.9,1
1963,NORTHWEST,HOT SPRINGS,WY,2015,110.0,1
1964,NORTHWEST,HOT SPRINGS,WY,2014,114.0,1
1965,NORTHWEST,HOT SPRINGS,WY,2013,92.7,1
1966,NORTHWEST,HOT SPRINGS,WY,2011,87.8,1
1967,NORTHWEST,HOT SPRINGS,WY,2010,105.0,1
1968,NORTHWEST,PARK,WY,2016,102.9,1
1969,NORTHWEST,PARK,WY,2015,103.6,1
1970,NORTHWEST,PARK,WY,2014,120.5,1
1971,NORTHWEST,PARK,WY,2013,86.8,1
1972,NORTHWEST,PARK,WY,2012,104.7,1
1973,NORTHWEST,PARK,WY,2011,116.5,1
1974,NORTHWEST,PARK,WY,2010,112.6,1
1975,NORTHWEST,WASHAKIE,WY,2014,127.2,1
1976,NORTHWEST,WASHAKIE,WY,2013,104.6,1
1977,NORTHWEST,WASHAKIE,WY,2012,107.3,1
1978,NORTHWEST,WASHAKIE,WY,2011,106.8,1
1979,NORTHWEST,WASHAKIE,WY,2010,120.2,1
1980,NORTHWEST,OTHER (COMBINED) COUNTIES,WY,2016,114.0,1
1981,NORTHWEST,OTHER (COMBINED) COUNTIES,WY,2015,109.0,1
1982,NORTHWEST,OTHER (COMBINED) COUNTIES,WY,2012,68.2,0
1983,NORTHEAST,CAMPBELL,WY,2010,35.6,0
1984,NORTHEAST,CROOK,WY,2014,46.4,0
1985,NORTHEAST,SHERIDAN,WY,2011,55.6,0
1986,NORTHEAST,SHERIDAN,WY,2010,68.0,0
1987,NORTHEAST,OTHER (COMBINED) COUNTIES,WY,2015,34.2,0
1988,NORTHEAST,OTHER (COMBINED) COUNTIES,WY,2014,45.5,0
1989,NORTHEAST,OTHER (COMBINED) COUNTIES,WY,2013,40.0,0
1990,NORTHEAST,OTHER (COMBINED) COUNTIES,WY,2011,27.0,0
1991,NORTHEAST,OTHER (COMBINED) COUNTIES,WY,2010,92.5,1
1992,WEST,LINCOLN,WY,2010,51.3,0
1993,WEST,OTHER (COMBINED) COUNTIES,WY,2016,50.5,0
1994,WEST,OTHER (COMBINED) COUNTIES,WY,2015,83.1,1
1995,WEST,OTHER (COMBINED) COUNTIES,WY,2014,70.3,0
1996,WEST,OTHER (COMBINED) COUNTIES,WY,2013,73.4,0
1997,WEST,OTHER (COMBINED) COUNTIES,WY,2011,62.4,0
1998,WEST,OTHER (COMBINED) COUNTIES,WY,2010,56.7,0
1999,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,WY,2015,104.0,1
2000,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,WY,2014,100.0,1
2001,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,WY,2013,91.3,1
2002,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,WY,2011,96.0,1
2003,SOUTH CENTRAL,OTHER (COMBINED) COUNTIES,WY,2010,77.5,1
2004,SOUTHEAST,GOSHEN,WY,2013,29.3,0
2005,SOUTHEAST,GOSHEN,WY,2010,38.8,0
2006,SOUTHEAST,PLATTE,WY,2016,98.6,1
2007,SOUTHEAST,PLATTE,WY,2015,83.3,1
2008,SOUTHEAST,PLATTE,WY,2013,82.1,1
2009,SOUTHEAST,PLATTE,WY,2011,106.0,1
2010,SOUTHEAST,OTHER (COMBINED) COUNTIES,WY,2016,72.3,0
2011,SOUTHEAST,OTHER (COMBINED) COUNTIES,WY,2015,72.1,0
2012,SOUTHEAST,OTHER (COMBINED) COUNTIES,WY,2014,68.2,0
2013,SOUTHEAST,OTHER (COMBINED) COUNTIES,WY,2013,83.8,1
2014,SOUTHEAST,OTHER (COMBINED) COUNTIES,WY,2011,60.0,0
2015,SOUTHEAST,OTHER (COMBINED) COUNTIES,WY,2010,69.5,0
